,customer_id,customer_name,customer_gender,customer_birthdate,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,loyalty_card_number,latitude,longitude
17976,8984,Kimberly Kolb,female,01/13/1996 10:35 AM,2.0,1.0,2.0,2.0,10768.0,861.0,12.0,189.0,145.0,518.0,579.0,68.0,1081.0,123.0,222.0,32.0,1.1972429233221202,2015.0,925094.0,38.746773429890425,-9.157059779507817
17977,15870,Anthony Evans,male,05/11/1996 01:59 PM,2.0,1.0,2.0,2.0,9331.0,377.0,7.0,295.0,222.0,530.0,305.0,355.0,467.0,106.0,246.0,69.0,0.7688301481615343,2018.0,968451.0,38.74796882175873,-9.157379076151908
17978,30944,Sara Moscowitz,female,04/19/1958 07:35 PM,0.0,0.0,1.0,2.0,31118.0,5088.0,20.0,30.0,344.0,1404.0,994.0,482.0,1245.0,788.0,490.0,231.0,0.3444097109454445,2020.0,,38.769295532329664,-9.157347067256625
17979,14211,Allyson Reid,female,03/09/1982 06:34 AM,1.0,1.0,0.0,5.0,20682.0,418.0,7.0,606.0,213.0,125.0,1156.0,772.0,742.0,312.0,543.0,25.0,1.7367686499996229,2021.0,962564.0,38.73616164830744,-9.155076849081311
17980,13973,Shannon Bacon,female,10/27/1961 08:04 PM,0.0,0.0,1.0,3.0,12462.0,92.0,16.0,382.0,178.0,192.0,601.0,350.0,779.0,203.0,354.0,25.0,0.785500292703307,2010.0,993092.0,38.71079959221301,-9.129470429222696
17981,37292,Mary Williamson,female,04/10/1952 11:25 AM,1.0,1.0,3.0,1.0,7356.0,674.0,23.0,897.0,272.0,492.0,1226.0,,702.0,494.0,196.0,87.0,0.6619240408798455,2015.0,,38.72185286176983,-9.140145882750945
17982,21067,Msc. Fay Elamin,female,11/23/1964 01:57 PM,1.0,1.0,1.0,4.0,42247.0,1568.0,7.0,303.0,815.0,603.0,782.0,1361.0,1496.0,420.0,414.0,158.0,0.920703042227559,2010.0,947930.0,38.72853651367401,-9.135034193201772
17983,14308,Phd. George Wilder,male,09/13/1992 09:13 PM,0.0,1.0,1.0,3.0,38101.0,5312.0,13.0,872.0,268.0,1469.0,1336.0,1326.0,782.0,690.0,133.0,101.0,0.254568015884031,2016.0,963135.0,38.78218891956408,-9.142986624297116
17984,26815,Phd. Jarvis Swanson,male,12/14/1965 12:37 PM,0.0,0.0,1.0,1.0,17124.0,16707.0,16.0,101.0,703.0,1817.0,740.0,1288.0,274.0,582.0,435.0,119.0,0.2711011207258806,2018.0,,38.75378535027091,-9.178506232383356
17985,20476,Phd. Barbara Iler,female,06/08/1969 06:35 AM,0.0,0.0,1.0,1.0,23141.0,11451.0,9.0,20.0,419.0,554.0,979.0,1624.0,170.0,1274.0,114.0,126.0,0.2196555889954523,2018.0,,38.76638353405783,-9.200412575532576
17986,5565,Msc. Randy Beattie,male,06/26/1998 06:30 PM,0.0,0.0,1.0,1.0,9353.0,2145.0,15.0,442.0,114.0,,825.0,539.0,423.0,844.0,548.0,281.0,0.8110528490430093,2022.0,942547.0,38.72053781297036,-9.131620816438447
17987,18296,Jack Hara,male,09/01/1976 02:54 AM,,1.0,1.0,4.0,11745.0,414.0,15.0,442.0,129.0,145.0,1014.0,308.0,236.0,261.0,411.0,25.0,0.2739167566946823,2015.0,909599.0,38.754696291009736,-9.170412324845882
17988,9524,Bsc. Noe Swanson,male,05/20/1961 04:00 PM,0.0,1.0,0.0,3.0,81827.0,4304.0,20.0,962.0,524.0,1170.0,1703.0,996.0,650.0,754.0,204.0,158.0,0.0953081692431046,2013.0,925184.0,38.73956624098131,-9.171038538147288
17989,25127,Sherri Smith,female,04/26/1995 06:42 PM,1.0,2.0,2.0,4.0,69727.0,3919.0,13.0,385.0,607.0,595.0,815.0,799.0,1545.0,381.0,327.0,128.0,0.0062284814595348,2019.0,993777.0,38.74117897285215,-9.122230398817909
17990,24502,Dorothy Pals,female,08/10/1958 06:16 AM,5.0,2.0,2.0,2.0,7326.0,5996.0,14.0,1328.0,972.0,1513.0,1984.0,1268.0,791.0,484.0,472.0,240.0,0.2244779182768024,2010.0,947818.0,38.71395399662869,-9.17183176695587
17991,3260,Bsc. Anna Layton,female,08/16/1963 01:23 PM,1.0,0.0,1.0,1.0,14727.0,914.0,16.0,1922.0,272.0,459.0,42.0,55.0,766.0,193.0,187.0,161.0,0.1752936852141397,2021.0,979898.0,38.71384587344732,-9.166833330393716
17992,5748,Bsc. Eleanor Weiland,female,04/10/1965 10:01 AM,5.0,2.0,1.0,5.0,28033.0,5185.0,10.0,879.0,628.0,1722.0,1944.0,1183.0,680.0,442.0,435.0,194.0,-0.0272018966588837,2012.0,994185.0,38.72352192815695,-9.156440967999927
17993,27859,Christopher Culbreth,male,07/27/1953 12:27 AM,2.0,1.0,1.0,5.0,16010.0,2631.0,11.0,240.0,945.0,676.0,1097.0,806.0,1636.0,413.0,370.0,284.0,-0.0336807492657155,2010.0,901310.0,38.75756730874812,-9.1534277188815
17994,23005,Bsc. Arthur Marbury,male,04/05/1977 03:04 PM,0.0,0.0,1.0,1.0,33319.0,17586.0,9.0,74.0,490.0,925.0,1359.0,867.0,21.0,1014.0,323.0,91.0,0.3360853190972107,2019.0,,38.727261074310135,-9.157426780447564
17995,35165,William Hatfield,male,03/21/1951 05:29 AM,1.0,2.0,1.0,1.0,19451.0,4274.0,12.0,1135.0,660.0,1860.0,2090.0,2096.0,417.0,379.0,493.0,477.0,0.1287924951619983,2006.0,,38.73710931322113,-9.130262145540618
17996,16911,Msc. Janice Griest,female,04/04/1961 08:45 AM,,0.0,2.0,2.0,4920.0,6194.0,21.0,149.0,531.0,425.0,1093.0,1055.0,201.0,1594.0,426.0,182.0,0.063665291683009,2013.0,952751.0,38.73854155581317,-9.196144034688604
17997,18017,Bsc. Ashley Gallegos,female,02/04/1957 08:45 PM,1.0,1.0,0.0,2.0,127620.0,1004.0,20.0,1333.0,485.0,1869.0,1938.0,1654.0,1832.0,556.0,474.0,102.0,0.0688637342807678,2016.0,935645.0,38.767144119721536,-9.157071517369088
17998,31073,Yvette Luckett,female,10/27/1971 12:41 PM,1.0,1.0,0.0,4.0,40613.0,123.0,15.0,464.0,873.0,872.0,1041.0,337.0,1399.0,408.0,64.0,440.0,0.5744379762641721,2012.0,903463.0,38.73615990681614,-9.120918268341756
17999,8844,Phd. Mildred Aguilar,female,06/14/1940 06:04 AM,1.0,0.0,1.0,2.0,1980.0,1202.0,20.0,1657.0,368.0,,39.0,48.0,601.0,172.0,223.0,143.0,0.0756705209955361,2013.0,987784.0,38.75332999167717,-9.167738190472578
18000,39995,Robert Smith,male,04/26/1970 05:54 AM,0.0,2.0,0.0,4.0,4243.0,325.0,13.0,456.0,200.0,93.0,257.0,319.0,33.0,280.0,259.0,93.0,0.4902553045922095,2014.0,,38.729012775626046,-9.125740361487631
18001,29900,Msc. Jeremy Marren,male,07/08/1960 01:01 PM,1.0,1.0,0.0,3.0,88886.0,3257.0,19.0,1228.0,566.0,1344.0,926.0,1895.0,1069.0,545.0,292.0,47.0,0.079398258679874,2018.0,943245.0,38.75493740392667,-9.100045326557025
18002,13294,Steven Rodriguez,male,11/09/1950 07:28 AM,1.0,1.0,3.0,2.0,8740.0,302.0,14.0,618.0,206.0,593.0,1004.0,517.0,501.0,360.0,215.0,125.0,0.4278334428487636,2013.0,984882.0,38.73183016227154,-9.192501894025003
18003,21344,Christine Pike,female,10/17/1974 04:30 PM,0.0,0.0,1.0,2.0,33327.0,4683.0,16.0,768.0,531.0,214.0,558.0,743.0,723.0,811.0,654.0,119.0,0.8714098170601137,2021.0,,38.73114631340678,-9.131576186466132
18004,4440,Msc. Michelle Greb,female,04/12/2000 08:24 PM,1.0,1.0,1.0,1.0,8528.0,365.0,8.0,824.0,133.0,157.0,905.0,154.0,409.0,16.0,202.0,84.0,0.9577621211535272,2024.0,999470.0,38.71287849821688,-9.15552767359767
18005,4857,Phd. Mildred Berger,female,06/08/1958 05:46 AM,1.0,0.0,1.0,1.0,5552.0,1178.0,15.0,2082.0,254.0,448.0,68.0,69.0,201.0,162.0,197.0,67.0,0.0188204203656871,2013.0,959530.0,38.77500616200842,-9.17625478482354
18006,156,Phd. Benjamin Kulikowski,male,11/12/1949 02:54 AM,1.0,0.0,2.0,1.0,25642.0,12778.0,16.0,352.0,658.0,1115.0,1086.0,405.0,80.0,1259.0,626.0,163.0,0.1698719412856892,2014.0,981645.0,38.75590382745114,-9.154852595664847
18007,22578,Phd. Anna Avila,female,08/25/1986 01:22 AM,0.0,1.0,0.0,1.0,56997.0,8893.0,9.0,,678.0,1493.0,992.0,1758.0,121.0,800.0,217.0,163.0,0.1185679375530979,2010.0,906400.0,38.74825757769781,-9.15090735108053
18008,23605,Bsc. George Witaszek,male,07/30/1952 04:06 PM,0.0,2.0,3.0,1.0,193.0,4356.0,14.0,918.0,837.0,883.0,1886.0,966.0,1693.0,386.0,439.0,101.0,0.154873678521818,2010.0,991610.0,38.75111470157008,-9.17660450865938
18009,25898,Msc. Esperanza Smalls,female,12/28/1996 02:54 PM,0.0,0.0,1.0,1.0,34780.0,16303.0,9.0,169.0,256.0,810.0,653.0,633.0,278.0,790.0,167.0,153.0,0.2434190546979316,2018.0,,38.77120851554654,-9.182084010469511
18010,17676,Msc. Coretta Winter,female,12/15/1969 11:04 AM,0.0,1.0,0.0,2.0,57042.0,5039.0,10.0,979.0,460.0,1087.0,1321.0,2997.0,864.0,665.0,488.0,116.0,-0.0602716679883098,2014.0,958163.0,38.751952953475374,-9.14688894221478
18011,31715,Angela Mcgaha,female,05/14/1980 04:55 PM,1.0,0.0,1.0,2.0,12908.0,1562.0,15.0,1690.0,354.0,189.0,57.0,22.0,30.0,284.0,348.0,113.0,0.1050422539604372,2010.0,,38.78078002981715,-9.12956379872396
18012,16822,Nancy Woods,female,09/20/1996 07:43 AM,1.0,1.0,2.0,1.0,11732.0,1409.0,9.0,267.0,234.0,106.0,836.0,476.0,104.0,164.0,485.0,41.0,-0.2487231466675771,2020.0,,38.74847301467489,-9.15610712422564
18013,4772,Bsc. Carol Christman,female,01/09/1999 11:43 PM,1.0,2.0,0.0,5.0,54216.0,3836.0,13.0,293.0,569.0,723.0,1194.0,1114.0,1049.0,235.0,341.0,296.0,0.8701197311819903,2023.0,901575.0,38.71526220770316,-9.119396074896995
18014,11052,Phd. Laurel Proctor,female,06/07/1962 04:23 PM,1.0,1.0,1.0,5.0,35346.0,4591.0,17.0,325.0,656.0,,1138.0,888.0,2054.0,224.0,353.0,362.0,0.4726623685984027,2010.0,953417.0,38.73464422489969,-9.142120704781036
18015,28080,Frances Hale,female,01/02/1994 01:07 AM,1.0,0.0,1.0,5.0,19652.0,3291.0,21.0,1819.0,402.0,471.0,55.0,35.0,1371.0,165.0,194.0,149.0,0.1205753484356475,2017.0,,38.72147050393562,-9.19269663336556
18016,38392,Agnes Keenan,female,09/24/1975 01:33 PM,1.0,1.0,0.0,2.0,16207.0,7700.0,20.0,490.0,318.0,1517.0,1667.0,2105.0,409.0,696.0,388.0,127.0,0.1466202593869746,2007.0,,38.70877716461336,-9.175795142811513
18017,12636,Msc. Michael Carpenter,male,06/19/1986 08:05 PM,4.0,2.0,1.0,2.0,30714.0,5546.0,9.0,1507.0,923.0,2215.0,1396.0,1373.0,760.0,425.0,425.0,262.0,0.1508515061985822,2016.0,932562.0,38.74588755256024,-9.153721057212056
18018,28287,David Frisby,male,12/02/1988 11:54 AM,1.0,1.0,0.0,,12500.0,242.0,21.0,320.0,191.0,219.0,861.0,471.0,118.0,17.0,547.0,65.0,0.0654231336727371,2014.0,995136.0,38.77666957558485,-9.125207114507695
18019,35597,Keith Dehart,male,03/16/1943 04:50 PM,0.0,1.0,3.0,2.0,6858.0,84.0,19.0,321.0,396.0,556.0,1240.0,542.0,905.0,195.0,440.0,69.0,0.0485744989482841,2020.0,,38.75198951744969,-9.16993856424506
18020,7368,Msc. Mary Grady,female,04/08/1974 07:47 AM,0.0,1.0,1.0,4.0,348.0,3651.0,6.0,277.0,466.0,798.0,1187.0,678.0,1369.0,349.0,254.0,264.0,-0.1230681915527435,2008.0,909732.0,38.7773919188003,-9.194748553711436
18021,22607,Phd. Dewey Steward,male,05/29/1975 04:43 PM,1.0,1.0,1.0,4.0,42499.0,2875.0,11.0,302.0,968.0,507.0,803.0,865.0,632.0,334.0,240.0,318.0,0.3590734729521662,2013.0,968067.0,38.73377958366081,-9.178565688766318
18022,8387,Rebecca Aguinaga,female,04/03/1993 09:55 PM,2.0,1.0,2.0,1.0,10309.0,1061.0,11.0,231.0,301.0,808.0,514.0,828.0,871.0,98.0,307.0,53.0,1.0589548580161234,2016.0,978405.0,38.74825169111092,-9.156152503432914
18023,10561,Bsc. Karen Casteel,female,04/25/1944 03:11 AM,0.0,0.0,1.0,1.0,15699.0,552.0,23.0,32.0,622.0,776.0,538.0,512.0,430.0,681.0,261.0,93.0,0.1677961133328735,2021.0,981822.0,38.75715478112604,-9.181813669997856
18024,27480,Phd. Anthony Snyder,male,12/11/1990 11:32 PM,0.0,1.0,1.0,1.0,50175.0,9610.0,19.0,153.0,513.0,803.0,881.0,984.0,302.0,1517.0,56.0,168.0,0.2842247377914859,2013.0,,38.7508403596179,-9.190824876216618
18025,16024,Phd. Stacie Thomas,female,06/29/1943 11:13 AM,,1.0,1.0,1.0,15878.0,8284.0,24.0,29.0,378.0,1153.0,966.0,937.0,60.0,697.0,371.0,111.0,0.1585343583863986,2016.0,969892.0,38.77422162344205,-9.179427741691406
18026,20572,Msc. Edward Janson,male,03/20/1964 06:34 PM,1.0,1.0,0.0,4.0,24095.0,3218.0,17.0,179.0,587.0,942.0,1120.0,1024.0,1738.0,239.0,338.0,344.0,0.2667958823574261,2009.0,989504.0,38.76944030603002,-9.185076182138824
18027,16683,Msc. Vance Everett,male,01/15/1940 09:20 PM,1.0,1.0,0.0,2.0,643.0,6005.0,15.0,2501.0,421.0,1309.0,1541.0,1996.0,1028.0,798.0,408.0,126.0,0.0670434817724731,2009.0,969870.0,38.73583785792789,-9.164863727908594
18028,2410,Bsc. Bonnie Fry,female,08/09/1957 02:46 PM,0.0,1.0,1.0,3.0,7960.0,391.0,6.0,230.0,97.0,155.0,884.0,67.0,605.0,70.0,490.0,42.0,1.0469983195636794,2017.0,937483.0,38.77576982099339,-9.16114765102286
18029,7720,Bsc. Charles Lopez,male,11/04/1941 05:24 PM,1.0,2.0,,2.0,18566.0,3611.0,9.0,341.0,858.0,1107.0,1757.0,1253.0,1145.0,385.0,651.0,349.0,0.3499662522746565,2014.0,927177.0,38.7308879794839,-9.135304961616864
18030,31640,Alvin Estes,male,04/17/1950 07:18 AM,4.0,2.0,1.0,3.0,25180.0,5295.0,10.0,1095.0,761.0,1190.0,1941.0,1313.0,285.0,476.0,533.0,307.0,0.1611381623429459,2017.0,,38.75825834913439,-9.178381653828833
18031,34178,Bart Penrod,male,10/01/1993 10:03 PM,2.0,1.0,2.0,2.0,10138.0,2278.0,12.0,296.0,313.0,617.0,400.0,210.0,87.0,121.0,220.0,92.0,0.7416342190657261,2021.0,,38.74831391186501,-9.15582755815606
18032,29687,Jennie Garnett,female,05/02/1991 06:25 PM,0.0,0.0,1.0,2.0,41133.0,6255.0,17.0,20.0,272.0,534.0,580.0,608.0,483.0,833.0,462.0,130.0,0.2325147628017901,2021.0,,38.77345729738801,-9.164491104309349
18033,38214,Katherine Manns,female,12/25/1942 02:09 PM,1.0,2.0,1.0,4.0,13124.0,470.0,13.0,277.0,92.0,182.0,1000.0,319.0,405.0,164.0,92.0,16.0,0.5849679609285717,2020.0,,38.73434817666432,-9.139967684358597
18034,34157,Laura Logan,female,07/18/1966 12:57 AM,1.0,2.0,1.0,4.0,15101.0,20.0,6.0,32.0,48.0,138.0,447.0,206.0,403.0,361.0,167.0,67.0,0.99228047623936,2010.0,901901.0,38.7710204361891,-9.144516882197694
18035,10908,Phd. David Beasley,male,12/05/1965 09:15 AM,1.0,0.0,2.0,3.0,54218.0,1477.0,22.0,345.0,659.0,727.0,710.0,1234.0,1792.0,358.0,329.0,127.0,0.5947365685519924,2014.0,909167.0,38.74316725627188,-9.14172982173054
18036,5202,Bsc. Susan Whittemore,female,05/30/1972 12:40 PM,1.0,0.0,0.0,2.0,58276.0,19115.0,19.0,779.0,367.0,96.0,1169.0,1309.0,656.0,904.0,402.0,283.0,0.7049043231373524,2015.0,942065.0,38.78643329183883,-9.141545103891897
18037,9333,Rene Worthington,male,09/25/1954 07:32 PM,0.0,0.0,0.0,2.0,88966.0,45.0,9.0,35.0,1170.0,4324.0,1656.0,3046.0,796.0,145.0,258.0,846.0,0.0254593141836905,2012.0,,38.72341859280161,-9.214179746697416
18038,24741,Dani Jackson,female,07/06/1972 08:34 PM,0.0,1.0,2.0,4.0,50707.0,5260.0,10.0,304.0,965.0,570.0,1037.0,563.0,1186.0,265.0,462.0,333.0,0.2696774776253241,2006.0,919755.0,38.73966653110104,-9.1839606783359
18039,6527,Msc. James Ross,male,03/17/1971 09:44 AM,1.0,1.0,1.0,3.0,7329.0,6.0,9.0,32.0,213.0,82.0,806.0,77.0,489.0,23.0,167.0,28.0,0.8175504977921484,2021.0,928221.0,38.76740192905538,-9.16489208114979
18040,27495,Msc. Pricilla Ramirez,female,11/24/1992 01:07 AM,0.0,1.0,0.0,1.0,51769.0,5307.0,23.0,962.0,665.0,1452.0,1461.0,1588.0,1210.0,540.0,337.0,174.0,0.0898328415491542,2016.0,904050.0,38.76764294053808,-9.14734873886382
18041,16389,Anna Vondielingen,female,09/10/1950 10:10 AM,0.0,1.0,1.0,1.0,19638.0,630.0,7.0,1127.0,170.0,154.0,1500.0,237.0,652.0,134.0,351.0,51.0,0.569928146254027,2018.0,996496.0,38.77656641920982,-9.12668254602054
18042,20547,Msc. Susan Murray,female,10/30/1950 02:07 AM,3.0,2.0,0.0,2.0,30404.0,5435.0,11.0,830.0,896.0,1081.0,1121.0,1031.0,933.0,292.0,340.0,512.0,0.2311480217366707,2017.0,956787.0,38.7603257702879,-9.118398323944286
18043,2726,Phd. Terry Deshaies,male,06/19/1954 09:57 PM,4.0,2.0,0.0,1.0,10461.0,3699.0,6.0,529.0,623.0,2463.0,1210.0,825.0,1146.0,334.0,361.0,231.0,0.0501849294067951,2009.0,959147.0,38.7129428544572,-9.19299374625439
18044,4788,Phd. Leslie Clark,female,01/20/1971 03:28 AM,0.0,1.0,1.0,1.0,20462.0,6264.0,18.0,236.0,496.0,985.0,1147.0,0.0,265.0,1149.0,412.0,97.0,0.1241088737040661,2016.0,957369.0,38.75112749901655,-9.143128081401786
18045,7924,Bsc. Carl Gallo,male,10/03/1975 09:32 PM,1.0,1.0,2.0,4.0,8270.0,441.0,14.0,710.0,136.0,50.0,927.0,232.0,259.0,193.0,325.0,54.0,0.790709326712929,2012.0,972522.0,38.73921442686811,-9.156943196357606
18046,30301,Beverley Allen,female,12/22/1988 07:39 PM,2.0,2.0,0.0,1.0,17427.0,5334.0,7.0,559.0,749.0,1750.0,1445.0,1718.0,642.0,438.0,371.0,346.0,0.1727362635328807,2016.0,,38.75369027715952,-9.158172855276572
18047,13686,Msc. Arthur Revilla,male,04/17/1954 07:59 PM,1.0,,1.0,2.0,53713.0,3350.0,9.0,1645.0,302.0,1179.0,1011.0,1380.0,1129.0,392.0,249.0,154.0,0.1617463524493809,2011.0,990450.0,38.74012459563912,-9.095381444248504
18048,7154,Msc. Patricia Williams,female,02/08/1964 09:39 PM,1.0,1.0,1.0,2.0,7971.0,146.0,20.0,8.0,67.0,195.0,524.0,179.0,767.0,372.0,244.0,109.0,0.7766033081196386,2020.0,908144.0,38.74341371726608,-9.154502911888205
18049,32936,Laura Percival,female,09/28/1953 06:45 AM,1.0,0.0,0.0,6.0,13636.0,3446.0,8.0,1840.0,485.0,627.0,49.0,60.0,709.0,252.0,185.0,100.0,0.0963030570181869,2007.0,,38.75215745839275,-9.18962886118241
18050,13639,Msc. Thomas Berger,male,08/20/1962 09:38 AM,1.0,0.0,1.0,7.0,23276.0,509.0,10.0,1705.0,391.0,338.0,47.0,120.0,1130.0,205.0,184.0,36.0,0.1196193254708785,2017.0,991883.0,38.72414787474971,-9.18119426332729
18051,10225,Bsc. James Cantu,male,11/13/1948 03:47 PM,1.0,0.0,1.0,4.0,8748.0,2335.0,11.0,2154.0,525.0,499.0,48.0,,1030.0,222.0,256.0,149.0,0.1726547942150407,2012.0,971822.0,38.77272405607762,-9.155898545194878
18052,4848,Bsc. Carolyn Dubois,female,09/11/1972 12:41 PM,,1.0,1.0,1.0,38873.0,7700.0,6.0,,521.0,1215.0,883.0,506.0,320.0,627.0,64.0,167.0,0.2235671678566893,2015.0,955429.0,38.74513448265855,-9.16010452970368
18053,30312,Elmer Mosely,male,10/30/1996 03:36 PM,2.0,1.0,2.0,1.0,10785.0,1660.0,11.0,243.0,32.0,785.0,531.0,396.0,212.0,103.0,298.0,44.0,0.0602144869008674,2014.0,,38.74778270318168,-9.157227769104727
18054,29467,Wesley Young,male,06/23/1952 06:57 AM,1.0,0.0,1.0,2.0,914.0,9101.0,6.0,1093.0,425.0,718.0,1022.0,1134.0,114.0,573.0,416.0,529.0,0.149728395870359,2016.0,,38.73811675226202,-9.13120385756473
18055,13506,Phd. Paul Noel,male,12/10/1969 07:26 PM,0.0,1.0,0.0,2.0,30935.0,5763.0,9.0,748.0,674.0,,1225.0,1734.0,812.0,692.0,398.0,71.0,0.0472650263857241,2010.0,925620.0,38.77343897812322,-9.099483426954588
18056,21412,Karen Maddux,female,04/28/1994 02:05 PM,2.0,1.0,2.0,1.0,9962.0,3396.0,6.0,264.0,248.0,562.0,272.0,241.0,455.0,22.0,354.0,94.0,-0.0284073182393054,2014.0,,38.7480923362087,-9.15613818002866
18057,9855,Bsc. Carmen Barnes,female,04/04/1972 07:19 PM,1.0,1.0,0.0,1.0,47315.0,1620.0,12.0,1428.0,579.0,1476.0,2066.0,2101.0,1182.0,591.0,485.0,160.0,0.0685927961413551,2015.0,968612.0,38.77025063534838,-9.168618686282883
18058,22103,Harry Mathison,male,01/30/1993 03:32 PM,2.0,1.0,2.0,2.0,10160.0,1902.0,9.0,294.0,176.0,678.0,507.0,795.0,86.0,86.0,322.0,144.0,0.2820133153831177,2015.0,,38.74755240740348,-9.156578882256976
18059,25294,Eric Whitlatch,male,01/12/1984 02:52 PM,1.0,2.0,2.0,3.0,13312.0,2346.0,6.0,274.0,617.0,554.0,860.0,1505.0,810.0,254.0,559.0,257.0,0.2948272078007551,2002.0,929938.0,38.769713043933415,-9.14388006783455
18060,28072,Marjorie Bennett,female,01/30/1979 08:51 AM,2.0,2.0,0.0,5.0,4298.0,5299.0,7.0,66.0,563.0,1836.0,857.0,1236.0,1147.0,288.0,560.0,326.0,0.326170773563759,2017.0,,38.75248156376704,-9.149748600725715
18061,26666,Mary Underwood,female,11/09/1994 01:45 AM,0.0,1.0,0.0,5.0,17025.0,86.0,8.0,622.0,148.0,,655.0,394.0,156.0,117.0,152.0,75.0,1.0163730191715612,2012.0,911639.0,38.7204787586013,-9.170462043225164
18062,13697,Msc. Jaime Clark,male,07/28/1976 05:50 PM,0.0,1.0,2.0,3.0,37929.0,1409.0,16.0,410.0,667.0,725.0,1201.0,1092.0,888.0,235.0,355.0,234.0,0.7099316529421869,2003.0,930052.0,38.75781327176263,-9.1642598800946
18063,20959,Bsc. William Parker,male,08/16/1949 05:08 AM,0.0,0.0,2.0,2.0,47137.0,3446.0,9.0,191.0,648.0,1013.0,1028.0,780.0,324.0,1126.0,174.0,207.0,0.288037322204403,2017.0,,38.77566028373259,-9.183199188481035
18064,13875,Msc. Javier Thomas,male,05/06/1977 06:47 PM,4.0,,0.0,1.0,30797.0,4714.0,13.0,952.0,629.0,1615.0,1185.0,,898.0,602.0,303.0,292.0,0.2575278198276529,2018.0,941771.0,38.71042624118221,-9.153159453744864
18065,39239,Gary Hernandez,male,07/08/1983 08:14 AM,1.0,1.0,1.0,4.0,43320.0,1087.0,6.0,304.0,967.0,1093.0,826.0,996.0,736.0,230.0,312.0,362.0,0.5450219474121035,2017.0,,38.737742788933424,-9.177854249884687
18066,1657,Msc. George Dean,male,04/29/1962 07:45 AM,0.0,0.0,0.0,5.0,7808.0,761.0,17.0,432.0,187.0,269.0,701.0,235.0,336.0,338.0,240.0,71.0,0.4256400525389484,2017.0,993138.0,38.76006340833911,-9.137766008127556
18067,24041,Bsc. Jason Ulloa,male,12/20/1944 03:12 PM,1.0,0.0,1.0,1.0,2038.0,19371.0,9.0,,296.0,1122.0,1166.0,1044.0,91.0,585.0,347.0,119.0,0.1275385577467448,2017.0,,38.76581200877151,-9.19143257555336
18068,1165,Bsc. Ralph Barnard,male,04/15/1978 07:25 AM,2.0,1.0,2.0,4.0,42090.0,2997.0,9.0,,308.0,1106.0,602.0,1321.0,85.0,402.0,382.0,343.0,-0.009563214460893,2015.0,943693.0,38.710921514932814,-9.174056197194606
18069,19405,Msc. Ruth Macdougall,female,06/28/1973 05:50 AM,0.0,1.0,1.0,4.0,45755.0,1980.0,22.0,194.0,583.0,885.0,894.0,1302.0,720.0,120.0,291.0,164.0,0.2501629457659615,2019.0,962419.0,38.73549473837461,-9.137378376606833
18070,14116,Phd. Sarah Ray,female,07/30/1988 06:15 PM,2.0,3.0,1.0,3.0,18583.0,5015.0,9.0,306.0,542.0,2173.0,237.0,1461.0,887.0,547.0,314.0,168.0,0.1324693132618395,2010.0,908163.0,38.785477572733576,-9.151997498966749
18071,22440,Bsc. Mark Kimmer,male,06/21/1990 01:53 AM,1.0,0.0,2.0,3.0,29239.0,4146.0,9.0,392.0,139.0,369.0,682.0,851.0,1311.0,164.0,415.0,341.0,0.304854045170341,2010.0,941401.0,38.76134783307417,-9.1670743382011
18072,27367,Phyllis Calhoun,female,08/08/1957 05:22 AM,1.0,1.0,1.0,4.0,3007.0,599.0,12.0,777.0,128.0,193.0,775.0,548.0,262.0,457.0,514.0,80.0,0.6608482862816152,2012.0,999051.0,38.739302305576985,-9.162198176205726
18073,18627,Lauren Labonte,female,02/27/1994 04:59 AM,2.0,1.0,,3.0,9492.0,1407.0,11.0,85.0,168.0,832.0,420.0,332.0,684.0,94.0,172.0,35.0,1.2984099795028523,2021.0,,38.74812949924895,-9.155733490289837
18074,22807,Phd. Kelli Baker,female,01/18/2001 04:59 AM,1.0,1.0,0.0,1.0,39736.0,3129.0,9.0,1675.0,471.0,1308.0,769.0,1809.0,842.0,727.0,337.0,197.0,0.0723964269644848,2020.0,980195.0,38.73715809784958,-9.17335641093747
18075,23411,Yvette Berry,female,03/16/1944 08:06 PM,0.0,1.0,1.0,4.0,6365.0,22.0,14.0,376.0,108.0,139.0,969.0,395.0,420.0,319.0,226.0,95.0,0.7085100564931,2008.0,973847.0,38.74932970570028,-9.135288182773037
18076,14343,Msc. Anna Levy,female,08/24/1996 08:28 AM,1.0,2.0,1.0,4.0,10301.0,6657.0,13.0,419.0,820.0,473.0,861.0,1241.0,1148.0,447.0,237.0,199.0,0.583537518323056,2020.0,935046.0,38.73555548626688,-9.176069050928628
18077,38141,David Armstrong,male,06/08/1966 03:43 AM,1.0,1.0,1.0,2.0,6344.0,180.0,13.0,2501.0,520.0,455.0,76.0,57.0,1417.0,173.0,225.0,59.0,0.1209794556737167,2016.0,,38.776080433099125,-9.175845285384414
